region,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Tropics,0.33578352,0.389538169,0.327467826,0.425212692,0.429025773,0.399504181,0.431175558,0.416239709,0.463240188,0.481525346,0.413052087,0.545172918,0.448814093,0.501268326
Mekong,0.180112225,0.267809555,0.300580019,0.383351355,0.383252606,0.474489001,0.493960289,0.439601744,0.701898485,0.823815134,0.637442641,0.805111016,0.80229074,0.783010759
Tropics_min_mekong,0.344706734,0.396515759,0.329009058,0.427612221,0.431649531,0.395205986,0.427576682,0.414900576,0.449560086,0.461904997,0.400189824,0.53027304,0.428552503,0.485118604
