Afghanistan,-14.628571428571432,29493.571428571435,0.50642295632532375,0.0043107034388180487,4.1690017528014218
Albania,20.938461538461532,-39694.032967032952,0.0020866130760271323,0.87677323490875081,132.18421844899555
Algeria,408.7714285714286,-814625.85714285728,0.41122918417507159,0.013448833252541878,141.19557393709044
American Samoa,0.0,0.0,0.0,1.0,0.0
Andorra,-0.21978021978021972,445.35164835164824,0.023904001529856087,0.5976721959683573,0.40542352238134954
Angola,10209.476923076923,-20371238.351648353,0.76945081795878245,3.7835588033362373e-05,1613.2594911486199
Anguilla,-0.22857142857142859,462.00000000000006,0.070868824531516175,0.35759222951186143,0.23891434196035305
Antarctica,0.0,0.0,0.0,1.0,0.0
Antigua and Barbuda,-0.087912087912087919,210.19780219780222,0.00047228289745557587,0.94121688608034337,1.1674929937744456
Argentina,14575.984615384617,-28909902.472527478,0.19327876108706732,0.11573019542288383,8596.4067623979317
Armenia,-7.081318681318681,14358.604395604396,0.10631311176242877,0.25524992216486059,5.9268344215199322
Aruba,-0.043956043956043966,88.384615384615401,0.25641025641025655,0.064649446238097,0.021608617148355495
Australia,-5028.0219780219777,10322539.120879121,0.06410483606217042,0.38245518806955514,5545.9346649281815
Austria,-131.27692307692308,278978.0659340659,0.0056413645224510263,0.79857634630477103,503.12651947965458
Azerbaijan,-44.107692307692311,89062.120879120877,0.40238181221740366,0.01482821985917384,15.517310316358701
Bahamas,15.27252747252747,-29852.670329670324,0.015780008698340488,0.66872273177513764,34.818716977601987
Bahrain,0.0,0.0,0.0,1.0,0.0
Bangladesh,247.16263736263738,-491241.78021978028,0.39527282820467552,0.016024818563535624,88.251776932292501
Barbados,2.0747252747252749,-4146.0109890109898,0.088063878567475676,0.30287743944820572,1.9273175640757159
Belarus,532.5252747252747,-1035261.5604395604,0.096843630256659416,0.27880242356756474,469.45670499010004
Belgium,250.05494505494508,-497235.08791208797,0.16557949477220049,0.14874994935004396,162.04440180897925
Belize,730.77582417582403,-1455996.1098901096,0.28990709411055893,0.046991453812074126,330.15791553027509
Benin,-138.65274725274725,280587.03296703292,0.13505283172543456,0.19613231873325379,101.29331847058522
Bermuda,0.043956043956043953,-87.813186813186803,0.12820512820512819,0.20874929940686052,0.033088907811388173
Bhutan,75.285714285714278,-150161.57142857142,0.096184067998789008,0.28053237148724142,66.620881975756134
Bolivia,9103.0967032967019,-18032030.27472527,0.19017018214975134,0.1190453067145552,5422.8076964492448
Bonaire Sint Eustatius and Saba,-0.15604395604395613,316.90109890109909,0.022407930122463515,0.60951015321051261,0.29753241906332201
Bosnia and Herzegovina,39.969230769230776,-78705.516483516491,0.024479731515333124,0.59323939036735296,72.836654625636825
Botswana,-4.0461538461538469,8158.4395604395622,0.31020938083625127,0.038553073715307973,1.7417384822257693
Bouvet Island,0.0,0.0,0.0,1.0,0.0
Brazil,-103868.06593406593,211253480.50549451,0.47520223473885403,0.0063837195968137585,31509.983319604133
British Indian Ocean Territory,0.0,0.0,0.0,1.0,0.0
British Virgin Islands,0.094505494505494489,-185.36263736263732,0.012761845601684087,0.70059694382046001,0.23994994714818482
Brunei,55.428571428571423,-109865.71428571428,0.19515828998725018,0.11376928105029935,32.494121353771625
Bulgaria,-134.62417582417581,276419.4615384615,0.06693879661218885,0.37177569752770978,145.09369815333517
Burkina Faso,-1.8351648351648349,3693.4505494505488,0.25512042957636966,0.065437626413184416,0.90522151722667921
Burundi,24.395604395604394,-47751.318681318677,0.041861278348784878,0.48289869963775722,33.692164445382431
Cambodia,12656.731868131868,-25295085.439560439,0.66108756650680889,0.00040634793832585218,2616.0450166465566
Cameroon,5175.1340659340658,-10342148.923076922,0.46745363383524174,0.0070147641192011912,1594.5583816005758
Canada,27535.707692307697,-53090282.263736278,0.059559341012986607,0.40044201233884436,31586.126932838655
Cape Verde,-0.20219780219780228,413.05494505494528,0.017692307692307709,0.65032601064411666,0.43492797046408715
Cayman Islands,0.32087912087912085,-622.5934065934066,0.0092606591420552765,0.74347244887974817,0.95809724353022652
Central African Republic,2271.7670329670327,-4521506.6043956038,0.45842693968886294,0.0078173276628081129,712.79825979103794
Chad,103.65714285714284,-206588.28571428568,0.15270800385566954,0.16711921527324683,70.484603794421048
Chile,3439.5274725274726,-6802876.7582417587,0.31094289576494355,0.038275600891242302,1478.0715153701342
China,20338.074725274724,-40339527.296703294,0.26583036014179839,0.059152956956501024,9756.973745902822
Christmas Island,0.0,0.0,0.0,1.0,0.0
Clipperton Island,0.0,0.0,0.0,1.0,0.0
Cocos Islands,0.0,0.0,0.0,1.0,0.0
Colombia,-1459.0901098901097,3130744.2527472526,0.020794142706101932,0.62283739111156566,2890.4002220668663
Comoros,76.558241758241763,-153426.8131868132,0.39011465396354444,0.016945288525594931,27.633080043085172
Cook Islands,0.0,0.0,0.0,1.0,0.0
Costa Rica,-196.95604395604394,408246.90109890106,0.030739355329074521,0.54882396754298701,319.26521366633182
Cote d'Ivoire,6765.1186813186823,-13463101.681318684,0.27338615076231876,0.055058168277311727,3183.8190529593353
Croatia,31.958241758241758,-60812.241758241755,0.011454832389282752,0.71572974877223472,85.703023595620891
Cuba,-655.42637362637356,1328212.9450549448,0.25904560878207505,0.063066208707497753,319.99331874993902
Curacao,0.26593406593406593,-531.07692307692298,0.25801392193144768,0.063681705678080278,0.13018461372731557
Cyprus,-1.2989010989010989,2731.0439560439563,0.00077032279924111702,0.92496355944744846,13.504600691101828
Czech Republic,479.3692307692308,-949286.65934065939,0.089391114645673883,0.29908752466836969,441.67040253303685
